img_path,summary,question,answer
mturk_charts/no_data/multi_col/408.png,"In a new survey , fewer than a quarter of registered voters express “ warm ” or positive views of McConnell , the Senate majority leader . When asked to rate the two senators on a “ feeling thermometer ” – in which 100 represents the warmest rating and 0 the coldest – 23 % of voters say they feel very or somewhat warmly toward McConnell . Just 13 % give him a very warm rating of 76 or more on the scale .",Describe the proportion among of tho0se registered voters that express “ warm ” or positive views of McConnell?,"In a new survey , fewer than a quarter of registered voters express “ warm ” or positive views of McConnell , the Senate majority leader . When asked to rate the two senators on a “ feeling thermometer ” – in which 100 represents the warmest rating and 0 the coldest – 23 % of voters say they feel very or somewhat warmly toward McConnell . Just 13 % give him a very warm rating of 76 or more on the scale"
mturk_charts/no_data/multi_col/410.png,"In recent years there has been renewed interest in the debate over journalists ’ use of anonymous sources , and this has included criticism directly from President Donald Trump . Survey data from earlier this year shows that most Americans see a place for journalists to use anonymous sources , but few think journalists should have carte blanche to use them when reporting the news . A majority of U.S. adults ( 82 % ) say that there are times when it is acceptable for journalists to use anonymous sources , with 67 % saying it is acceptable only in special cases – a view which echoes the standards of professional journalism organizations that say journalists should take every step to attribute information to a named source when possible before relying on an anonymous source . A much smaller share – 15 % – thinks use of anonymous sources is always acceptable . About two - in - ten Americans ( 18 % ) think it is never acceptable .",What is the trend in U.S. adults who say that there are times when it is acceptable for journalists to use anonymous sources?,"Survey data from earlier this year shows that most Americans see a place for journalists to use anonymous sources , but few think journalists should have carte blanche to use them when reporting the news . A majority of U.S. adults ( 82 % ) say that there are times when it is acceptable for journalists to use anonymous sources , with 67 % saying it is acceptable only in special cases – a view which echoes the standards of professional journalism organizations that say journalists should take every step to attribute information to a named source when possible before relying on an anonymous source . A much smaller share – 15 % – thinks use of anonymous sources is always acceptable . About two - in - ten Americans ( 18 % ) think it is never acceptable"
mturk_charts/no_data/multi_col/412.png,"Those who say it is never acceptable to use an anonymous source are roughly three times as likely to say it has a great deal of influence on whether they think a story is credible ( 49 % vs. 15 % of those who say it is acceptable in special cases and 14 % of those who say always acceptable ) . Still , majorities of all three groups say that an anonymous source has at least some influence on their trust in a story .",What is the probability of those who say it's never acceptable to use an anonymous source to say that it has a big influence on whether they think a story is trustworthy?,"Those who say it is never acceptable to use an anonymous source are roughly three times as likely to say it has a great deal of influence on whether they think a story is credible ( 49 % vs. 15 % of those who say it is acceptable in special cases and 14 % of those who say always acceptable ) Still , majorities of all three groups say that an anonymous source has at least some influence on their trust in a story ."
mturk_charts/no_data/multi_col/416.png,"And voters who support both Trump and Biden say their differences extend beyond policies to disagreements over core values . Overwhelming shares of voters who support each candidate say that , when asked to think about those who favor their opposing candidate , they not only have different views on politics and policies , they also have “ fundamental disagreements on core American values and goals . ” Roughly eight - in - ten of those who support Biden ( 80 % ) and Trump ( 77 % ) say they fundamentally disagree about core values ; only about one - in - five say their differences are limited to politics and policies .",What proportion of Biden and Trmp supporters fundamentally disagree on core values?,” Roughly eight - in - ten of those who support Biden ( 80 % ) and Trump ( 77 % ) say they fundamentally disagree about core values ; only about one - in - five say their differences are limited to politics and policies .
mturk_charts/no_data/multi_col/418.png,"Partisan differences are also present today when asking about feeling safe versus having freedom of speech online . Democrats are more likely than Republicans to think people being able to feel welcome and safe online is more important than people being able to speak their minds freely online ( 60 % vs. 45 % ) , while Republicans are more likely than Democrats to say people being able to speak their minds freely online is more important ( 54 % vs. 38 % ) .",Describe the partisan bias of those who think that being welcome and safe online is more important than speaking out freely online?,"Democrats are more likely than Republicans to think people being able to feel welcome and safe online is more important than people being able to speak their minds freely online ( 60 % vs. 45 % ) , while Republicans are more likely than Democrats to say people being able to speak their minds freely online is more important ( 54 % vs. 38 % )"
mturk_charts/no_data/multi_col/423.png,"Over the past two years , Pence ’s ratings have become more divided along partisan lines . Currently , 71 % of Republican voters give Pence a warm rating , including 59 % who have very warm feelings toward him ( ratings of 76 to 100 ) . In March 2018 , 65 % viewed Pence warmly , with 50 % saying they had very warm feelings .",Describe how partisan lines see Pence's ratings?,"Over the past two years , Pence ’s ratings have become more divided along partisan lines . Currently , 71 % of Republican voters give Pence a warm rating , including 59 % who have very warm feelings toward him ( ratings of 76 to 100 ) . In March 2018 , 65 % viewed Pence warmly , with 50 % saying they had very warm feelings"
mturk_charts/no_data/multi_col/426.png,"Fewer than half of Democrats ( 46 % ) were even somewhat confident in an accurate and fair election , compared with 75 % of Republicans . And Democrats were deeply concerned over whether all citizens would be able to vote : Just 43 % of Democrats said they were very or somewhat confident all citizens who want to vote would be able to do so , while about twice as many Republicans ( 87 % ) were confident all citizens would be able to vote if they wanted to .",How do partisan lines see the presidential election?,"Fewer than half of Democrats ( 46 % ) were even somewhat confident in an accurate and fair election , compared with 75 % of Republicans . And Democrats were deeply concerned over whether all citizens would be able to vote : Just 43 % of Democrats said they were very or somewhat confident all citizens who want to vote would be able to do so , while about twice as many Republicans ( 87 % ) were confident all citizens would be able to vote if they wanted to ."
mturk_charts/no_data/multi_col/430.png,"Trump voters place low importance on the issue of climate change , but there are some differences in voter priorities by ideology , gender and generation . Two - in - ten moderate or liberal Trump supporters say climate change is very important to their 2020 vote , compared with just 6 % of those who describe their views as conservative . Among Trump supporters , women as well as Millennials and Gen Zers are somewhat more likely than men and older supporters to say the issue of climate change is important to their vote this fall . Still , across all major demographic groups , no more than two - in - ten Trump voters place high importance on the issue .",Is there such a question relevant for Trump's supporters?,"Trump voters place low importance on the issue of climate change , but there are some differences in voter priorities by ideology , gender and generation . Two - in - ten moderate or liberal Trump supporters say climate change is very important to their 2020 vote , compared with just 6 % of those who describe their views as conservative . Among Trump supporters , women as well as Millennials and Gen Zers are somewhat more likely than men and older supporters to say the issue of climate change is important to their vote this fall . Still , across all major demographic groups , no more than two - in - ten Trump voters place high importance on the issue"
mturk_charts/no_data/multi_col/483.png,"In the summer , before Ginsburg ’s death , seven - in - ten U.S. adults said they had a favorable view of the Supreme Court . That included three - quarters of Republicans and Republican - leaning independents and two - thirds of Democrats and Democratic leaners , according to an online survey using the Center ’s American Trends Panel . The overall share of Americans with a favorable opinion of the court in August 2020 was little changed from a year earlier , when 69 % expressed a positive view . But the share of Republicans with a favorable opinion declined 10 percentage points in that span ( from 85 % to 75 % ) , and the share of Democrats with a positive view rose 10 points ( from 57 % to 67 % ) .",How about the Americans' opinion on their Supreme Court?,"In the summer , before Ginsburg ’s death , seven - in - ten U.S. adults said they had a favorable view of the Supreme Court . That included three - quarters of Republicans and Republican - leaning independents and two - thirds of Democrats and Democratic leaners , according to an online survey using the Center ’s American Trends Panel . The overall share of Americans with a favorable opinion of the court in August 2020 was little changed from a year earlier , when 69 % expressed a positive view . But the share of Republicans with a favorable opinion declined 10 percentage points in that span ( from 85 % to 75 % ) , and the share of Democrats with a positive view rose 10 points ( from 57 % to 67 % )"
mturk_charts/no_data/multi_col/488.png,"Nationwide , 58 % of Cuban registered voters say they affiliate with or lean toward the Republican Party , while 38 % identify with the Democratic Party or lean Democratic , according to a Pew Research Center survey conducted July 27 - Aug. 2 . By comparison , around two - thirds of Hispanic voters who are not Cuban ( 65 % ) identify as or lean Democratic , while 32 % affiliate with the Republican Party .",Describe the difference between Cuban registered voters and non-Cuban Hispanic voters?,"Nationwide , 58 % of Cuban registered voters say they affiliate with or lean toward the Republican Party , while 38 % identify with the Democratic Party or lean Democratic , according to a Pew Research Center survey conducted July 27 - Aug. 2 . By comparison , around two - thirds of Hispanic voters who are not Cuban ( 65 % ) identify as or lean Democratic , while 32 % affiliate with the Republican Party"
mturk_charts/no_data/multi_col/489.png,"Turnout among Cuban Americans has regularly been one of the highest among Hispanic eligible voter groups . In 2016 , 58 % of Cubans voted , compared with 55 % of Dominicans , 49 % of Salvadorans , 46 % of Puerto Ricans and 44 % of Mexicans , according to an analysis of Census Bureau data . The voter turnout rate for Latino eligible voters overall was 48 % .",Are there any differences between Latino-origin voters groups?,"Turnout among Cuban Americans has regularly been one of the highest among Hispanic eligible voter groups . In 2016 , 58 % of Cubans voted , compared with 55 % of Dominicans , 49 % of Salvadorans , 46 % of Puerto Ricans and 44 % of Mexicans , according to an analysis of Census Bureau data . The voter turnout rate for Latino eligible voters overall was 48 %"
mturk_charts/no_data/multi_col/490.png,"Cuban American registered voters have mixed views of Trump heading into the November elections . About half ( 52 % ) say they approve of the way Trump is handling his job as president , while 45 % disapprove . By comparison , only 26 % of non - Cuban Hispanic voters approve of Trump and 70 % disapprove . Trump ’s ratings among these groups are nearly identical to those in a December 2019 national survey of Latino adults , taken before the coronavirus outbreak . Cuban voters ’ assessments of Trump are deeply polarized along party lines : 81 % of Cuban Republicans approve of Trump , while 91 % of Cuban Democrats disapprove of the president . Trump ’s approval ratings are similarly partisan – and stable – among U.S. voters overall .",What was the trend among Cuban Americans about the Trump government?,"Cuban American registered voters have mixed views of Trump heading into the November elections . About half ( 52 % ) say they approve of the way Trump is handling his job as president , while 45 % disapprove"
mturk_charts/no_data/multi_col/497.png,"Among Germans , views of their country ’s handling of the coronavirus outbreak are tied to confidence in Merkel . Those who say their country has done a good job dealing with the virus are much more likely than those who say it has done a bad job to have confidence in Merkel ( 87 % vs. 41 % , respectively ) . Germans are also very positive when rating their own country ’s job dealing with the coronavirus outbreak : Nearly nine - in - ten ( 88 % ) say the country has done well . About two - thirds say both the European Union and World Health Organization have done a good job with the outbreak . However , views are not so positive toward the other two countries asked about in the survey : A majority say China has done a bad job , and 88 % say the same of how the U.S. has handled the outbreak .",Do you describe the German trend towards Germany's work in treating the coronavirus outbreak?,Germans are also very positive when rating their own country ’s job dealing with the coronavirus outbreak : Nearly nine - in - ten ( 88 % ) say the country has done well
mturk_charts/no_data/multi_col/507.png,"When asked how the government should provide health insurance coverage , 36 % of Americans say it should be provided through a single national government program , while 26 % say it should continue to be provided through a mix of private insurance companies and government programs . This is a change from about a year ago , when nearly equal shares supported a “ single payer ” health insurance program ( 30 % ) and a mix of government programs and private insurers ( 28 % ) .",What proportion of Americans favor a national government health insurance coverage program?,"36 % of Americans say it should be provided through a single national government program , while 26 % say it should continue to be provided through a mix of private insurance companies and government programs"
mturk_charts/no_data/multi_col/516.png,"Overall , in 2019 , more than four - in - ten Americans pointed to wages and incomes ( 48 % ) , the availability of jobs ( 45 % ) and health care costs ( 43 % ) as contributing a great deal to their overall opinion about how the economy is doing . Roughly one - quarter or fewer said real estate values ( 27 % ) , how the stock market is doing ( 25 % ) and gas prices ( 23 % ) contributed a great deal to shaping their views of the economy .","For Americans, what are the biggest indications that the economy is doing well?","Overall , in 2019 , more than four - in - ten Americans pointed to wages and incomes ( 48 % ) , the availability of jobs ( 45 % ) and health care costs ( 43 % ) as contributing a great deal to their overall opinion about how the economy is doing"
mturk_charts/no_data/multi_col/521.png,"Since August 2019 , the share of Republicans with a favorable impression of the court has declined 10 percentage points ( from 85 % to 75 % ) , while Democrats ’ views have become more positive , increasing from 57 % to 67 % .",Describe the proportion of Republicans in favor of the court since 2019?,"Since August 2019 , the share of Republicans with a favorable impression of the court has declined 10 percentage points ( from 85 % to 75 % ) , while Democrats ’ views have become more positive , increasing from 57 % to 67 %"
mturk_charts/no_data/multi_col/525.png,"The December 2019 survey also finds U.S. Hispanics are divided on how much of a common identity they share with other Americans , though views vary widely by immigrant generation . About half ( 53 % ) consider themselves to be a typical American , while 44 % say they are very different from a typical American . By contrast , only 37 % of immigrant Hispanics consider themselves a typical American . This share rises to 67 % among second - generation Hispanics and to 79 % among third - or - higher - generation Hispanics – views that partially reflect their birth in the U.S. and their experiences as lifelong residents of this country .","The December 2019 survey also finds U.S. Hispanics are divided on how much of a common identity they share with other Americans , though views vary widely by immigrant generation . About half ( 53 % ) consider themselves to be a typical American , while 44 % say they are very different from a typical American . By contrast , only 37 % of immigrant Hispanics consider themselves a typical American . This share rises to 67 % among second - generation Hispanics and to 79 % among third - or - higher - generation Hispanics – views that partially reflect their birth in the U.S. and their experiences as lifelong residents of this country .","The December 2019 survey also finds U.S. Hispanics are divided on how much of a common identity they share with other Americans , though views vary widely by immigrant generation . About half ( 53 % ) consider themselves to be a typical American , while 44 % say they are very different from a typical American . By contrast , only 37 % of immigrant Hispanics consider themselves a typical American . This share rises to 67 % among second - generation Hispanics and to 79 % among third - or - higher - generation Hispanics – views that partially reflect their birth in the U.S. and their experiences as lifelong residents of this country"
mturk_charts/no_data/multi_col/526.png,"The importance of most of these elements to Hispanic identity decreases across generations . For example , 54 % of foreign - born Hispanics say speaking Spanish is an essential part of what being Hispanic means to them , compared with 44 % of second - generation Hispanics and 20 % of third- or higher - generation Hispanics .",Describe the proportion of foreign-born Hispanics who say that speaking Spanish is an essential part of what being Hispanic means to them?,54 % of foreign - born Hispanics say speaking Spanish is an essential part of what being Hispanic means to them
mturk_charts/no_data/multi_col/541.png,"Gen Z eligible voters , who range in age from 18 to 23 , are a more racially and ethnically diverse group than older generations . While a majority ( 55 % ) are non - Hispanic White , a notable 22 % are Hispanic , according to a Pew Research Center analysis based on Census Bureau data . Some 14 % of Gen Z eligible voters are Black , 5 % are Asian and 5 % are some other race or multiracial .",What is the proportion of ethnic voters in Gen Z eligible voters ?,"Gen Z eligible voters , who range in age from 18 to 23 , are a more racially and ethnically diverse group than older generations . Some 14 % of Gen Z eligible voters are Black , 5 % are Asian and 5 % are some other race or multiracial ."
mturk_charts/no_data/multi_col/549.png,"On a question about morality , Hispanic teens hold different opinions from their White , non - Hispanic peers . Hispanic teens are about evenly split on the question of whether it is necessary to believe in God in order to be moral and have good values : 50 % say it is not necessary , while 48 % say it is . By comparison , 71 % of White teens say that a belief in God is unnecessary to be moral and 28 % say it is necessary .",What is the ratio of teens who say that it is necessary to believe in god to be moral ?,"On a question about morality , Hispanic teens hold different opinions from their White , non - Hispanic peers . 71 % of White teens say that a belief in God is unnecessary to be moral and 28 % say it is necessary ."
mturk_charts/no_data/multi_col/568.png,"Supporters of Donald Trump and Joe Biden are divided not just in their views of the two presidential candidates and in their broader political beliefs and values . They are also largely divided in their personal relationships : Roughly four - in - ten registered voters in both camps say that they do not have a single close friend who supports the other major party candidate , and fewer than a quarter say they have more than a few friends who do , according to a Pew Research Center survey conducted in July and August . Most voters instead report having a lot of friends who share their political preferences . Around six - in - ten Trump supporters ( 59 % ) say they have a lot of friends who share their support for the president ’s reelection bid , while a slightly smaller share of Biden supporters ( 48 % ) say a lot of their close friends also back the former vice president in the election this fall . Nearly nine - in - ten backers of both Trump ( 89 % ) and Biden ( 87 % ) say they have at least some close friends who support their candidate for president .",What is the opinion among supporters of Biden and Trump towards candidate support ?,"Supporters of Donald Trump and Joe Biden are divided not just in their views of the two presidential candidates and in their broader political beliefs and values . They are also largely divided in their personal relationships : Roughly four - in - ten registered voters in both camps say that they do not have a single close friend who supports the other major party candidate , and fewer than a quarter say they have more than a few friends who do , according to a Pew Research Center survey conducted in July and August . Most voters instead report having a lot of friends who share their political preferences . Around six - in - ten Trump supporters ( 59 % ) say they have a lot of friends who share their support for the president ’s reelection bid , while a slightly smaller share of Biden supporters ( 48 % ) say a lot of their close friends also back the former vice president in the election this fall . Nearly nine - in - ten backers of both Trump ( 89 % ) and Biden ( 87 % ) say they have at least some close friends who support their candidate for president"
mturk_charts/no_data/multi_col/577.png,"Consistent with the view that a vaccine may be approved before its safety and effectiveness are fully understood , Americans overwhelmingly say their greater concern is that the approval process will move too fast , rather than too slowly . Nearly eight - in - ten ( 78 % ) say their greater concern is that the vaccine approval process will move too fast , without fully establishing that it is safe and effective . Just 20 % say they are more concerned the approval process will move too slowly , causing unnecessary delays in access to a vaccine . While Republicans and Democrats have differed over many aspects of the coronavirus outbreak – including the threat it presents to public health and how quickly to lift restrictions on public activity – majorities of both groups say their greater concern about the vaccine approval process is that it will move too fast , rather than too slowly . About seven - in - ten Republicans ( 69 % ) are more concerned about the approval process moving too fast , and an even larger majority of Democrats ( 86 % ) share this view .",What does U.S. adults think about COVID-19 vaccine approval process pace ?,"Americans overwhelmingly say their greater concern is that the approval process will move too fast , rather than too slowly . Nearly eight - in - ten ( 78 % ) say their greater concern is that the vaccine approval process will move too fast , without fully establishing that it is safe and effective . Just 20 % say they are more concerned the approval process will move too slowly , causing unnecessary delays in access to a vaccine"
mturk_charts/no_data/multi_col/578.png,"Overall , 19 % of the public has a great deal of confidence that the research and development process in the U.S. will produce a safe and effective vaccine for COVID-19 , while another 45 % say they have a fair amount of confidence . About a third ( 35 % ) say they have not too much or no confidence in this process . Among those who say they would definitely or probably get a vaccine , more than eight - in - ten express either a great deal ( 30 % ) or a fair amount ( 54 % ) of confidence in the research and development process . By contrast , 55 % of those not planning to get a coronavirus vaccine say they have not too much or no confidence at all in this process .",Describe the proportion of the public who had great confidence that the US research and development process will produce a safe and effective vaccine for COVID-19?,"Overall , 19 % of the public has a great deal of confidence that the research and development process in the U.S. will produce a safe and effective vaccine for COVID-19 Among those who say they would definitely or probably get a vaccine , more than eight - in - ten express either a great deal ( 30 % ) or a fair amount"
mturk_charts/no_data/multi_col/583.png,"Overall , 41 % of adults say recent protests related to racial inequality have received too much attention from news organizations , while 36 % say they have received the right amount and 23 % say they have received too little . By comparison , larger shares of Americans say news organizations have paid the right amount of attention to two other major stories this year : the coronavirus outbreak ( 46 % ) and the presidential election ( 58 % ) .",What proportion of adults say that recent protests related to racial inequality have received a lot of attention from news organizations?,"Overall , 41 % of adults say recent protests related to racial inequality have received too much attention from news organizations"
mturk_charts/no_data/multi_col/587.png,"The partisan gap is similar among White adults . About nine - in - ten White Democrats ( 88 % ) express at least some support for the Black Lives Matter movement , compared with 16 % of White Republicans . And while about half of White Democrats ( 51 % ) say they strongly support the movement , just 2 % of White Republicans say the same .",Describe response between white Democrats and Republicans on Black Libves Matter?,"About nine - in - ten White Democrats ( 88 % ) express at least some support for the Black Lives Matter movement , compared with 16 % of White Republicans And while about half of White Democrats ( 51 % ) say they strongly support the movement , just 2 % of White Republicans say the same"
mturk_charts/no_data/multi_col/595.png,"Hispanic self - identification varies across immigrant generations . Among the foreign born from Latin America , nearly all self - identify as Hispanic . But by the fourth generation , only half of people with Hispanic heritage in the U.S. self - identify as Hispanic .",What is the trend among Americans in identifying as Hispanics ?,"Hispanic self - identification varies across immigrant generations . Among the foreign born from Latin America , nearly all self - identify as Hispanic . But by the fourth generation , only half of people with Hispanic heritage in the U.S. self - identify as Hispanic"
mturk_charts/no_data/multi_col/601.png,"White and Hispanic Catholics are very different politically . Nearly six - in - ten White Catholic registered voters ( 57 % ) identify with or lean toward the Republican Party , marking a big shift since 2008 , when four - in - ten ( 41 % ) supported the GOP . Most Hispanic Catholic voters ( 68 % ) , meanwhile , identify as Democrats or lean Democratic , a share that has remained fairly stable in the past decade . ( Two - thirds of Catholic registered voters are White , while a quarter are Hispanic , according to data collected in 2018 and 2019 . ) Catholics ’ views of Trump are clearly divided by race and ethnicity . In a poll conducted in late July and early August – amid a surge in U.S. coronavirus cases – 54 % of White Catholics overall said they approve of Trump ’s performance as president , but 69 % of Hispanic Catholics said they disapprove of the way he is handling his job . And 59 % of White Catholic registered voters said they would vote for Trump , or lean that way , if the election were held today ; among Hispanic Catholic registered voters , 65 % said they would vote for Biden today . There was a similar divide in the last presidential election : 64 % of White Catholics voted for Trump in 2016 , according to a Pew Research Center survey of validated voters conducted at the time , while 78 % of Hispanic Catholics voted for Clinton .",Describe how Whites and Hispanics says about voting Trump and Biden ?,"In a poll conducted in late July and early August – amid a surge in U.S. coronavirus cases – 54 % of White Catholics overall said they approve of Trump ’s performance as president , but 69 % of Hispanic Catholics said they disapprove of the way he is handling his job . And 59 % of White Catholic registered voters said they would vote for Trump , or lean that way , if the election were held today ; among Hispanic Catholic registered voters , 65 % said they would vote for Biden today"
mturk_charts/no_data/multi_col/602.png,"When it comes to specific policy issues , Catholics are often more aligned with their political party than with the teachings of their church . On abortion , for example , 77 % of Democratic and Democratic - leaning Catholic adults say they think abortion should be legal in all or most cases , while 63 % of Republican and Republican - leaning Catholics say abortion should be illegal in all or most cases , according to a 2019 survey . This divide exists despite the Catholic Church ’s formal opposition to abortion . On immigration , 91 % of Catholic Democrats oppose expanding the wall along the border between the U.S. and Mexico , while 81 % of Catholic Republicans favor expanding the wall , according to a separate 2019 survey . The U.S. Conference of Catholic Bishops has condemned Trump ’s plan to build such a wall , and Pope Francis described the desire to build a border wall as “ not Christian . ”",What is the opinion of Catholic Democrats and Republicans about U.S Mexico border wall expansion ?,"On immigration , 91 % of Catholic Democrats oppose expanding the wall along the border between the U.S. and Mexico , while 81 % of Catholic Republicans favor expanding the wall , according to a separate 2019 survey"
mturk_charts/no_data/multi_col/607.png,"For instance , just 41 % in the United Kingdom express a favorable opinion of the U.S. , the lowest percentage registered in any Pew Research Center survey there . In France , only 31 % see the U.S. positively , matching the grim ratings from March 2003 , at the height of U.S.-France tensions over the Iraq War . Germans give the U.S. particularly low marks on the survey : 26 % rate the U.S. favorably , similar to the 25 % in the same March 2003 poll . Ratings for U.S. President Donald Trump have been low in these nations throughout his presidency , and that trend continues this year . Trump ’s most negative assessment is in Belgium , where only 9 % say they have confidence in the U.S. president to do the right thing in world affairs . His highest rating is in Japan ; still , just one - quarter of Japanese express confidence in Trump .",Describe the rates of people in United Kingdom who express a favorable opinion of the U.S.?,just 41 % in the United Kingdom express a favorable opinion of the U.S.
mturk_charts/no_data/multi_col/609.png,"The publics surveyed also see Trump more negatively than other world leaders . Among the six leaders included on the survey , Angela Merkel receives the highest marks : A median of 76 % across the nations polled have confidence in the German chancellor . French President Emmanuel Macron also gets largely favorable reviews . Ratings for British Prime Minister Boris Johnson are roughly split . Ratings for Russian President Vladimir Putin and Chinese President Xi Jinping are overwhelmingly negative , although not as negative as those for Trump .",How Trump is seen in relation to other world leaders?,"The publics surveyed also see Trump more negatively than other world leaders . Among the six leaders included on the survey , Angela Merkel receives the highest marks : A median of 76 % across the nations polled have confidence in the German chancellor . French President Emmanuel Macron also gets largely favorable reviews . Ratings for British Prime Minister Boris Johnson are roughly split . Ratings for Russian President Vladimir Putin and Chinese President Xi Jinping are overwhelmingly negative , although not as negative as those for Trump ."
mturk_charts/no_data/multi_col/632.png,"Majority continues to say that Americans can solve problems . Despite the pandemic and the grim national mood , a majority of adults ( 57 % ) continue to say that , as Americans , we can always find ways to solve our problems and get what we want . This is essentially unchanged since September 2019 , when 55 % expressed optimism in the country ’s ability to solve its problems . Republicans are somewhat more likely than Democrats to say that Americans can always find ways to solve our problems . Nearly two - thirds of Republicans say this ( 65 % ) , compared with half of Democrats .",What is the opinion of most Americans about the country being able to find ways to solve its problems?,"Majority continues to say that Americans can solve problems . Despite the pandemic and the grim national mood , a majority of adults ( 57 % ) continue to say that , as Americans , we can always find ways to solve our problems and get what we want"
mturk_charts/no_data/multi_col/644.png,"One - in - seven U.S. adults ( 14 % ) say they have tested positive for COVID-19 or are “ pretty sure ” they have had it despite not receiving an official diagnosis , according to a Pew Research Center survey conducted Aug. 3 to 16 . The survey also finds a sharp increase since the spring in the share of Americans who say they know someone else who has been hospitalized or died due to COVID-19 .",Is it possible to COVID-19 official statistics might be fragile due to the non-diagnosticated cases?,"One - in - seven U.S. adults ( 14 % ) say they have tested positive for COVID-19 or are “ pretty sure ” they have had it despite not receiving an official diagnosis , according to a Pew Research Center survey conducted Aug. 3 to 16 . The survey also finds a sharp increase since the spring in the share of Americans who say they know someone else who has been hospitalized or died due to COVID-19"
mturk_charts/no_data/multi_col/646.png,"A majority of Black Americans ( 57 % ) say they personally know someone who has been hospitalized or died as a result of having COVID-19 . Some 46 % of Hispanic adults say the same , compared with about a third of White ( 34 % ) and Asian adults ( 32 % ) . The share of Hispanic Americans who know someone who has been hospitalized or died due to COVID-19 has more than doubled since the spring survey , when 19 % said this .",Describe ethnic groups data towards COVID-19 pandemic?,"A majority of Black Americans ( 57 % ) say they personally know someone who has been hospitalized or died as a result of having COVID-19 . Some 46 % of Hispanic adults say the same , compared with about a third of White ( 34 % ) and Asian adults ( 32 % ) . The share of Hispanic Americans who know someone who has been hospitalized or died due to COVID-19 has more than doubled since the spring survey , when 19 % said this ."
mturk_charts/no_data/multi_col/650.png,"In the wake of the 2016 presidential campaign , Facebook users were more likely to press the “ anger ” button than the “ love ” button in response to lawmakers ’ posts on the platform . But a new Pew Research Center analysis finds that this trend has shifted in recent years , and that lawmakers received more love than anger reactions to their posts in 2019 and 2020 . In both 2017 and 2018 , Facebook posts by members of Congress received around 5 million more “ angry ” reactions than “ love ” reactions . But love reactions overtook anger in 2019 , and lawmakers have received roughly 2 million more love than anger reactions in the first seven months of 2020 .",Is there an analyzed data about the relationship between social media and presidential campaign?,"In the wake of the 2016 presidential campaign , Facebook users were more likely to press the “ anger ” button than the “ love ” button in response to lawmakers ’ posts on the platform . But a new Pew Research Center analysis finds that this trend has shifted in recent years , and that lawmakers received more love than anger reactions to their posts in 2019 and 2020 . In both 2017 and 2018 , Facebook posts by members of Congress received around 5 million more “ angry ” reactions than “ love ” reactions . But love reactions overtook anger in 2019 , and lawmakers have received roughly 2 million more love than anger reactions in the first seven months of 2020"
mturk_charts/no_data/multi_col/657.png,"Florida and Texas are home to the highest shares of Latinos among immigrant eligible voters . About 54 % of naturalized citizens who are eligible voters in Florida are Latino , the highest in the nation . Texas ( 52 % ) is the only other state where Latinos make up at least half of immigrant eligible voters .",What is the ratio of eligible voter Latinos in Florida and Texas ?,"About 54 % of naturalized citizens who are eligible voters in Florida are Latino , the highest in the nation . Texas ( 52 % ) is the only other state where Latinos make up at least half of immigrant eligible voters ."
mturk_charts/no_data/multi_col/662.png,"Overall , 44 % of Americans now say that it is a lot more difficult to be a Black person in the U.S. than it is to be a White person , while 32 % say it is a little more difficult and 23 % say it is no more difficult . The share saying it is a lot more difficult to be Black than White is now 9 percentage points higher than it was in the summer of 2016 . But while overall views have shifted , the shift has come exclusively from within the Democratic coalition . The attitudes of Trump supporters today look very similar to attitudes of Trump supporters four years ago : 45 % of Trump voters now say that it is no more difficult to be a Black person in the U.S. than to be a White person , while 44 % say Black people have it a little more difficult . Only about one - in - ten Trump supporters say that Black people have it a lot more difficult than White people . But while overall views have shifted , the shift has come exclusively from within the Democratic coalition . The attitudes of Trump supporters today look very similar to attitudes of Trump supporters four years ago : 45 % of Trump voters now say that it is no more difficult to be a Black person in the U.S. than to be a White person , while 44 % say Black people have it a little more difficult . Only about one - in - ten Trump supporters say that Black people have it a lot more difficult than White people .",What is the opinion of American voters about being a black or white person in U.S. ?,"Overall , 44 % of Americans now say that it is a lot more difficult to be a Black person in the U.S. than it is to be a White person , while 32 % say it is a little more difficult and 23 % say it is no more difficult . The share saying it is a lot more difficult to be Black than White is now 9 percentage points higher than it was in the summer of 2016"
mturk_charts/no_data/multi_col/664.png,"The pattern of opinion on the question of whether White people benefit from societal advantages Black people do not have is largely parallel , with a larger share of voters now saying that White people benefit a great deal from advantages in society that Black people do n’t have . While Biden ’s supporters are substantially more likely to say that White people have advantages than Clinton supporters were in 2016 ( 59 % today , 40 % then ) , just 5 % of Trump supporters say this today – little different than the 4 % who said this in 2016 .",What is the trend in Biden's supporters in saying white people have advantages over black people ?,"While Biden ’s supporters are substantially more likely to say that White people have advantages than Clinton supporters were in 2016 ( 59 % today , 40 % then )"
mturk_charts/no_data/multi_col/665.png,"Today , 72 % of Trump voters say that obstacles that once made it harder for women are now largely gone , up from 67 % in 2016 . By contrast , just 20 % of Biden voters currently say this – a modest decline from the 26 % among Clinton voters in 2016 .",Describe the trend among Trump voters towards eliminating the problems that make things harder for women since 2016?,"Today , 72 % of Trump voters say that obstacles that once made it harder for women are now largely gone , up from 67 % in 2016"
