img_path1,title1,summary1,question1,img_path2,title2,summary2,question2,img_path3,title3,summary3,question3,img_path4,title4,summary4,img_path5,title5,summary5,img_path6,title6,summary6
mturk_charts/no_data/two_col/2064.png,More Democrats than Republicans say scientific experts make better science-related policy decisions,"More than four - in - ten U.S. adults ( 45 % ) say that scientific experts usually make better policy decisions than other people , while a similar share ( 48 % ) says such decisions are neither better nor worse than other people ’s and 7 % say scientific experts ’ decisions are usually worse than other people ’s . Here , too , Democrats tend to hold scientific experts in higher esteem than do Republicans : 54 % of Democrats say scientists ’ policy decisions are usually better than those of other people , while two - thirds of Republicans ( 66 % ) say that scientists ’ decisions are either no different from or worse than other people ’s .",What is the opinion of Democrats and Republicans in the case of participation of scientist in policy decision making ?,mturk_charts/no_data/two_col/2137.png,Men who have online dated in the past five years are more likely than women to say they didn’t get enough messages,"When asked if they received too many , not enough or just about the right amount of messages on dating sites or apps , 43 % of Americans who online dated in the past five years say they did not receive enough messages , while 17 % say they received too many messages . Another 40 % think the amount of messages they received was just about right . There are substantial gender differences in the amount of attention online daters say they received on dating sites or apps . Men who have online dated in the past five years are far more likely than women to feel as if they did not get enough messages ( 57 % vs. 24 % ) . On the other hand , women who have online dated in this time period are five times as likely as men to think they were sent too many messages ( 30 % vs. 6 % ) .",What is the opinion of the men about receiving messages on dating sites or apps ?,mturk_charts/no_data/two_col/2167.png,Who participated in Iowa's 2016 caucuses?,"In 2016 , 186,874 Iowans participated in the Republican caucus and 171,109 participated in the Democratic caucus , both held on Feb. 1 . On that date , according to the Iowa secretary of state ’s office , there were 586,835 active registered Democratic voters and 615,763 active Republican registered voters . That works out to 30.3 % of eligible Republicans and 29.2 % of eligible Democrats participating in the caucuses , or 18.5 % of the state ’s total 1,937,317 active registered voters . ( By comparison , in 2016 , turnout averaged 29.3 % across all the Democratic and Republican primaries . )",Describe the rate of participation of Republicans and Democrats in Iowa's 2016 caucuses?,mturk_charts/no_data/two_col/12792.png,Seniors are more likely to own a tablet or e-book reader than smartphone,"Few older adults are smartphone owners : More than half of all Americans now have a smartphone , but among older adults , adoption levels sit at just 18 % . Additionally , smartphone ownership among older adults has risen only modestly in recent years , from 11 % in April 2011 . A significant majority of older adults ( 77 % ) do have a cell phone of some kind , but by and large these tend to be more basic devices . Among older adults , tablets and e - book readers are as popular as smartphones : Among the general public , smartphones are much more common than either tablet computers or e - book readers , such as Kindles or Nooks . But tablets , e - book readers , and smartphones are each owned by an identical 18 % of older adults . In fact , the proportion of older adults who own either a tablet or an e - book reader is actually larger than the proportion owning a smartphone . Some 27 % of seniors own a tablet , an e - book reader , or both , while 18 % own a smartphone .",mturk_charts/no_data/two_col/12797.png,"On Drug Policy, Gov’t Should Focus More On …",The public appears ready for a truce in the long - running war on drugs . A national survey by the Pew Research Center finds that 67 % of Americans say that the government should focus more on providing treatment for those who use illegal drugs such as heroin and cocaine . Just 26 % think the government ’s focus should be on prosecuting users of such hard drugs .,mturk_charts/no_data/two_col/12812.png,Indians Dissatisfied with Country’s Direction,"More than twice as many Indians are dissatisfied as satisfied with the way things are going in the country ( 70 % vs. 29 % ) . And this discontent is shared by those who would like to see the Hindu - nationalist opposition Bharatiya Janata Party ( BJP ) lead the next Indian government , those who prefer the current governing coalition led by the left - of - center Indian National Congress ( Congress ) party and those who favor some other party to lead ."
mturk_charts/no_data/two_col/2245.png,Broad Support for Civil Rights Act,"On one hand , Americans continued to support the Civil Rights Act of 1964 , at least in principle , but had concerns about its scope and implementation . A Gallup poll in October 1964 reported that the public approved of the new law by nearly two - to - one ( 58 % to 31 % ) . And in April 1965 , Gallup found a whopping 76 % in favor of a then - proposed equal rights voting law .",Describe the public approval of Civil Rights Act of 1964 ?,mturk_charts/no_data/two_col/2246.png,Moderate Enforcement of 1964 Law Preferred,"But while the public supported civil rights legislation conceptually , they expressed concerns about the pace of its implementation . Indeed , although most supported the new civil rights law soon after it was passed , a national Opinion Research Corporation poll showed 68 % of Americans wanting to see moderation in its enforcement , with only 19 % wanting vigorous enforcement of the new law .",What is the public opinion on modernization and enforcement of the new civil rights law ?,mturk_charts/no_data/two_col/2247.png,Support for Selma Demonstrations in 1965,"But despite all these reservations , views about what occurred in Selma were another matter . By a 48 % to 21 % margin , a Harris poll in May 1965 found its respondents saying they sided more with the civil rights groups involved than with the state of Alabama . Not unexpectedly , virtually all of the black respondents sided more with the demonstrators ( 95 % ) , but the balance of opinion among whites was also clearly with them rather than with the state of Alabama ( 46 % to 21 % ) .",Describe the support received by civil rights group in Harris poll in May 1965 ?,mturk_charts/no_data/two_col/12814.png,Pakistan Seen as India’s Biggest Threat,"Overall , just 19 % of Indians express a positive view of Pakistan . And when asked which poses the greatest threat to India – Pakistan , China , the Lashkar - e - Taiba extremist group or Naxalite insurgents – a 47%-plurality chooses Pakistan .",mturk_charts/no_data/two_col/12881.png,"the Catholics' Desire for Change, Compared With Expectations % ofCatholics who think the Catholic Church should change teachings compared with % who say that by 2050, the church will definitely or probably change ","Roughly three - quarters of U.S. Catholics ( 77 % ) say the church should allow birth control , while solid majorities also say the Vatican should permit priests to get married ( 72 % ) and female priests ( 68 % ) . Half ( 50 % ) say the church should recognize same - sex marriages .",mturk_charts/no_data/two_col/12937.png,Most Approve of Clinton’s Job as Secretary of State,"Overall , 67 % approve of Hillary Clinton ’s job performance as secretary of state , while just 25 % disapprove . Fully 91 % of Democrats approve of the way she handled her job as secretary , as do a majority ( 64 % ) of independents . About half of Republicans ( 53 % ) disapprove of her job performance as secretary of state while 39 % approve ."
mturk_charts/no_data/two_col/2422.png,A majority of U.S. adults say climate change is affecting their local community at least some,"Roughly six - in - ten U.S. adults ( 62 % ) say climate change is currently affecting their local community either a great deal or some , according to a new Pew Research Center survey . This finding is consistent with a 2018 Center survey , in which 59 % of Americans said global climate change was affecting their local community at least some .",What does U.S. adults think about climate change and their local community ?,mturk_charts/no_data/two_col/2460.png,"54% of smart speaker owners at least occasionally say ‘please’ to their device, but this varies by gender","Some owners try to be polite when addressing their smart speakers . More than half ( 54 % ) of smart speaker owners report that they ever say “ please ” when speaking to their device , including about one - in - five ( 19 % ) who say they do this frequently . And while the shares of Americans who say this tend to be similar across many groups , there are some notable differences by gender . Women are more likely than men to say they at least occasionally say “ please ” to their smart speaker ( 62 % vs. 45 % ) .",What is the trend among men and women saying 'please' to their smart speaker ?,mturk_charts/no_data/two_col/2562.png,Most are not happy with Spain’s democracy,"Spaniards are not happy with the state of democracy in their country . Only about a third ( 32 % ) of Spaniards say they are satisfied with how Spain ’s democracy is working . However , satisfaction with democracy has increased by 12 % since just last year , when the nation was in the midst of a corruption scandal that implicated and led to the ouster of the People ’s Party ( PP ) , which was the governing party at the time .",What is the opinion of Spaniards about how Spain ’s democracy is working ?,mturk_charts/no_data/two_col/12953.png,Opinions about increased deportation of illegal immigrants,"Immigration legislation is stalled in the House , but the public continues to broadly support a path to legalization for undocumented immigrants . At the same time , however , Americans are evenly divided over the growing number of undocumented immigrants who have been deported from the U.S. in recent years , with as many viewing this as a good thing as a bad thing ( 45 % each ) .",mturk_charts/no_data/two_col/12970.png,Kaiser Health Tracking poll insurance coverage,"Over half ( 54 % ) of the Americans who are most likely to sign up for health coverage through the   new health care exchanges — the uninsured and those who buy their own coverage — would opt for a plan that costs less even if the coverage is narrower , according to a new Kaiser Health Tracking poll released today . Broader plans at a higher cost would be the choice of 34 % . The public , taken as a whole , leans the other way , with 51 % saying they prefer a plan that costs more money but provides a broader network of providers while 37 % would choose a lower - cost option with less choice . Americans who have employer - provided coverage prefer higher - cost / broader network plans by an even larger margin : 55 % to 34 % .   But Kaiser found some wiggle room in the opinions of those in the higher or lower cost camps . When the 37 % of the overall public who said they preferred the lower cost plans were asked if they would still feel the same if they found out they would not be able to visit the doctors or hospitals they usually use , the percentage saying they would stick with that option fell to 23 % . On the flip side of the question , when the Americans who said they preferred the more expensive , broader plans were told they could save about 25 % on health care costs by going for narrower plans , the share of those choosing the more costly option dropped from 51 % to 37 % .",mturk_charts/no_data/two_col/12977.png,"Both Parties Agree GOP is Conservative, But Differ on Views of Democratic Party The Republican Party's positions are... Liberal Moderate Conservative The Democratic Party's positions are.. ","As in the past , Democrats and Republicans have somewhat similar views of the Republican Party ’s ideology : 64 % of Democrats and 51 % of Republicans say the GOP is either very conservative or conservative . But Republicans are about twice as likely as Democrats to view the Democratic Party as very liberal or liberal ( 75 % vs. 36 % ) ."
mturk_charts/no_data/two_col/2609.png,Argentine adults express skepticism about the state and elected officials with the statement,"Argentines express little trust in elected officials and public institutions . One - in - five ( 20 % ) agree that the state is run for the benefit of all people and that most elected officials care what people like themselves think ( 21 % ) . Adults ages 18 to 29 are less likely than those 50 and older to agree that the government is run for the benefit of all people ( 16 % vs. 26 % ) . Those with a favorable view of Cambiemos are also more likely to agree that the state works for everyone ( 39 % ) than those with unfavorable views ( 13 % ) . Despite the dissatisfaction with aspects of the political system , Argentines are optimistic about democratic participation – 55 % say that voting gives people like themselves some say in how the government runs things .",What is the opinion of Argentine adults about state elected officials ?,mturk_charts/no_data/two_col/2642.png,West Germans more optimistic than those in former East about financial prospects of next generation % who say children today will be financially than their parents,People in the former West are also more likely than those in the former East ( 50 % vs. 42 % ) to say children today will be better off financially than their parents when they grow up .,What do former West and East Germans says about financial prospects of next generation ?,mturk_charts/no_data/two_col/2645.png,Those living in former West and East Germany differ over importance of religion in their lives,"Religion is more important to people in the former West than those in the former East . Six - in - ten adults in former West Germany say religion is very or somewhat important in their lives , whereas an identical share of those in former East Germany say religion is not too or not at all important . This includes 45 % of those in the former East who say religion is not at all important in their lives .",What are former West and East Germans views about importance of religion in their life ?,mturk_charts/no_data/two_col/13033.png,"Fewer Following Sochi Olympics than Economy, Health Care","As the Winter Olympics get underway in Sochi , Russia , 18 % are following news about the games very closely .",mturk_charts/no_data/two_col/13129.png,Deportation Relief More Important than Pathway to Citizenship for Hispanics and Asian Americans % saying they think is MORE IMPORTANT for undocumented immigrants currently living in the U.S. Being able to live/work in U.S legally without ,"According to the survey of Hispanics , most U.S. Hispanics would prioritize , by 55 % to 35 % , relief from deportation over a pathway to citizenship for unauthorized immigrants . A similar survey of Asian - American adults fielded in October finds that U.S. Asians tilt in the same direction , though by a much narrower margin—49 % to 44 % .",mturk_charts/no_data/two_col/13171.png,Adults 18-29 Looking Forward to World the More than Other Age Groups % saying they are 'especially looking forward [to each ,"It ’s not that young people are n’t looking forward to the Winter Olympics , too : 53 % are looking forward to the Sochi Games , which is roughly the same share as other ages . But they stand out for their anticipation of this year ’s World Cup in Brazil in June and July , with the U.S. poised to face an exceptionally tough opening group of opponents . Four - in - ten adults ages 18 - 29 ( 40 % ) are looking forward to the World Cup , compared with just 13 % of adults 50 and older ."
mturk_charts/no_data/two_col/2721.png,Republicans and Democrats say they can't agree on 'basic facts',"Partisans also generally agree about their inability to agree on “ basic facts . ” Overall , 73 % of the public – including 77 % of Republicans and 72 % of Democrats – say that voters in both parties “ not only disagree over plans and policies , but also can not agree on the basic facts . ”",What is the opinion of Republicans and Republicans about agreeing on 'basic facts' ?,mturk_charts/no_data/two_col/2782.png,37% say they only read print books,"Despite some growth in certain digital formats , it remains the case that relatively few Americans only consume digital books ( which include audiobooks and e - books ) to the exclusion of print . Some 37 % of Americans say they read only print books , while 28 % read in these digital formats and also read print books . Just 7 % of Americans say they only read books in digital formats and have not read any print books in the past 12 months . ( About a quarter of Americans have n’t read a book in any format in the past year . )",What is the trend among Americans in reading books ?,mturk_charts/no_data/two_col/2807.png,Public sees military and tech leaders doing key parts of their jobs well and gives a mixed verdict on police officers,"When queried about their views related to specific aspects of each group ’s mission , the public gives relatively good marks to all of these actors , with military leaders ranking the highest and members of Congress the lowest . For instance , 90 % of adults believe military leaders do a good job preparing military personnel to protect the country “ all or most of the time ” or “ some of the time , ” 83 % think technology company leaders build products and services that enhance lives , and 63 % think local elected officials do a good job promoting laws that serve the public .",What is the opinion of the public towards military leaders doing there job ?,mturk_charts/no_data/two_col/13188.png,Views of Chris Christie Largely Unchanged in Recent Days,"The public paid far more attention to last week ’s cold snap than to the controversy swirling around New Jersey Gov. Chris Christie . There also has been little short - term change in opinions about Christie : 60 % say their opinion of Christie has not changed in recent days , while 16 % now view him less favorably and 6 % more favorably .",mturk_charts/no_data/two_col/13210.png,More in GOP Looking Forward to Elections,"Overall , the percentage of the public that is looking forward to this fall ’s midterm election is about the same today ( 51 % ) as it was in January 2010 ( 50 % ) . Currently , 63 % of Republicans and 53 % of Democrats say they are anticipating the midterm elections ; a similar gap was evident four years ago ( 60 % of Republicans vs. 48 % of Democrats ) .",mturk_charts/no_data/two_col/13272.png,"Spending for Entitlements, Aid to Poor Favored over Deficit Reduction","There is greater public support for cutting military spending in order to achieve deficit reduction . About half of Americans ( 51 % ) say reducing the deficit is more important than keeping military spending at current levels , while 40 % say deficit reduction is more important ."
mturk_charts/no_data/two_col/2827.png,Print-oriented local news consumers more likely to pay for local news,"Americans who prefer to get their local news in print are much more likely to pay for it than those who prefer other platforms . About four - in - ten of these news consumers ( 39 % ) say they have paid for local news in the past year . That is more than double the share among those who prefer to get news either from the radio ( 16 % ) or news websites or apps ( 12 % ) , and around four times the share of those who prefer to get local news from TV ( 10 % ) . It also far exceeds the share among those who prefer to get local news via social media ( 8 % ) . Print news consumers are also more pessimistic about the financial well - being of their local news media when compared with most other groups . Almost six - in - ten print consumers ( 63 % ) think their local news media outlets are doing well financially , 15 percentage points lower than the share among those who prefer TV for local news ( 77 % ) . Those who prefer radio are about on par with those who prefer print , while those who prefer digital platforms fall in between .",Describe which audience among Americans is most willing to pay for their local news?,mturk_charts/no_data/two_col/2883.png,Three-in-Ten U.S. Jobs Are Held by the Self-Employed and the Workers They Hire,"About 16 million Americans are self - employed , according to BLS data from July of this year . But the impact of the self - employed is wider : A Pew Research Center report found that self - employed Americans and the people working for them together accounted for 30 % of the nation ’s workforce , or 44 million jobs in total in 2014 . Only about a quarter of self - employed people ( 3.4 million ) had employees of their own , though , and those who did have workers did n’t have very many : Among self - employed people with employees , the median in 2014 was three and the average was 8.6 .",Describe self-employment rate among Americans?,mturk_charts/no_data/two_col/2889.png,Fewer 'NEET' youth in U.S. as economy recovers,"Another way of looking at youth employment , or the lack thereof , is by focusing on “ NEETs ” – that is , young people who are neither employed nor in education or training . In 2018 , 14.8 % of all Americans ages 16 to 29 – or about 9 million young people – were NEETs . In 2013 , the first year for which comparable data is available , there were about 11 million NEETs in the U.S. , or 18.5 % of the 16 - to-29 population . The Center ’s 2016 analysis found that in the U.S. , the NEET youth population is more female than male ( 57 % to 43 % ) . Two - thirds of U.S. NEETs have a high - school education or less , and black and Hispanic 16- to 29 - year - olds were more likely than whites and Asians to be NEETs .","Describe the proportion of Americans aged 16 to 29 who are NEETS (youth who are not employed, not studying or pursuing any training)?",mturk_charts/no_data/two_col/13367.png,Two-Thirds Say Greater U.S. Involvement In Global Economy Is a Good Thing,"By more than two - to - one , Americans see more benefits than risks from greater involvement in the global economy . Two - thirds ( 66 % ) say greater involvement in the global economy is a good thing because it opens up new markets and opportunities for growth . Just 25 % say that it is bad for the country because it exposes the U.S. to risk and uncertainty . Large majorities across education and income categories – as well as most Republicans , Democrats and independents – have positive views of increased U.S. involvement in the world economy .",mturk_charts/no_data/two_col/13442.png,Visiting Shrines of Muslim Saints %who say visiting shrines of saints is acceptable ,"When asked whether it is acceptable in Islam to visit shrines of Muslim saints , Iraqi Muslims are split along sectarian lines , with Shias nearly unanimous in their approval ( 98 % ) , compared with roughly two - thirds of Sunnis ( 65 % ) who say it is acceptable . Likewise , in neighboring Iran , the vast majority of Iranian Shias ( 89 % ) say it is acceptable to visit shrines of saints , but only 28 % of Sunnis agree . In some countries with very few Shias , Sunni Muslims are even less accepting of such practices : as few as 4 % of Egyptian Sunnis and 3 % of Jordanian Sunnis say visiting shrines is permissible .",mturk_charts/no_data/two_col/13469.png,Trust in UK Media Institutions %ofSurvey Respondents Tend not to trust Tend to trust ,"Those who pushed for the new watchdog cited the phone hacking scandal for undermining public trust in the press and reinforcing the need for more oversight . A Eurobarometer survey , sponsored late last year by the European Commission , found that only 21 % of the British public trusted the print press , compared with 49 % who trusted television and 54 % who trusted radio . While those numbers are bleak for print outlets , they are in keeping with trust levels that have hovered between the high teens and low twenties in past Eurobarometer surveys ."
mturk_charts/no_data/two_col/2944.png,Suicides accounted for six-in-ten U.S. gun deaths in 2017,"Though they tend to get less attention than gun - related murders , suicides have long accounted for the majority of U.S. gun deaths . In 2017 , six - in - ten gun - related deaths in the U.S. were suicides ( 23,854 ) , while 37 % were murders ( 14,542 ) , according to the CDC . The remainder were unintentional ( 486 ) , involved law enforcement ( 553 ) or had undetermined circumstances ( 338 ) .",What was the trend of gun - related deaths in the U.S. in 2017 ?,mturk_charts/no_data/two_col/3000.png,Growing share of social media users are worn out by the number of political posts they encounter,"Still , some social media users are ambivalent about seeing these types of posts or find them enjoyable . About four - in - ten say they do n’t feel strongly about encountering these discussions , while a much smaller share ( 15 % ) say they like seeing lots of political posts on social media .",What do people feel about seeing political posts on social media ?,mturk_charts/no_data/two_col/3002.png,A majority of users find it stressful to talk politics on social media with people they disagree with politically,"People who use social media sites are also more likely today than in the past to describe the political discourse on these platforms in negative terms . Roughly two - thirds of users ( 68 % ) now say they find it “ stressful and frustrating ” to talk about politics on social media with people they disagree with , up from 59 % in 2016 . Conversely , 27 % of users today say they find these interactions “ interesting and informative , ” compared with 35 % three years prior . The new survey also finds that users generally do not find common ground with others during online discussions about politics . Two - thirds of users ( 67 % ) say that discussing politics on social media with people they disagree with usually leads them to find out they have “ less in common politically ” than they expected . About a quarter ( 26 % ) report finding out they have “ more in common ” than previously thought . These shares are statistically unchanged from 2016 .","What is the change in peoples opinion about talking politics on social media with people they disagree with, in 2019 compared to 2016 ?",mturk_charts/no_data/two_col/13496.png,"Less Partisan Views of State, Local Governments % with favora ble viewof ","The share of Americans with a positive view of the federal government fell to 28 % in April , five points lower than the previous year , while public favorability of state government ticked up five points to 57 % . Fully 41 % of Democrats held favorable views of the federal government , compared with only 13 % of Republicans . By contrast , state and local governments are viewed favorably across party lines : 56 % of Democrats and 57 % of Republicans said they had a favorable opinion of their state government . But the partisan makeup of the state government matters : Republicans give more positive ratings to GOP - led state governments , while Democrats rate Democratic - led state governments more highly . Similarly , local governments also received positive ratings , with 67 % of Democrats and 63 % of Republicans seeing them favorably .",mturk_charts/no_data/two_col/13497.png,Is Monitoring Allied Leaders’ Phones Acceptable?,"In the wake of reports that the National Security Agency ( NSA ) has been listening to phone calls of German Chancellor Angela Merkel and other heads of state , a 56 % majority of Americans say it is unacceptable for the U.S. to monitor the phones of allied leaders , while 36 % say the practice is acceptable .",mturk_charts/no_data/two_col/13553.png,Not All Hispanics See Shared Common Values Among U.S. Hispanics…,"Overall , four - in - ten ( 39 % ) respondents say that U.S. Latinos of different origins share “ a lot ” of values , while another 39 % say U.S. Latinos share “ some ” values and an additional 19 % say that they share few or no values . By similar shares , Latinos living in this country are divided about how many values they share with Latinos living in their families ’ country of origin ."
mturk_charts/no_data/two_col/3095.png,"Democrats, Republicans sharply differ over whether the government is responsible for ensuring all Americans have health care coverage","Those who say the government is responsible for making sure all Americans have health coverage are divided over how health insurance should be provided . While 27 % of adults support a single national government program , a similar share ( 24 % ) say universal health care should be provided through a mix of private insurance companies and government programs .",Describe among Americans how health insurance should be provided?,mturk_charts/no_data/two_col/3100.png,More say Trump’s policies have made economy better than worse; nearly a third say they’ve had little impact,"As was the case in January , far more Americans say Trump ’s economic policies have made U.S. economic conditions better ( 44 % ) than worse ( 23 % ) , while 30 % say they have not had much of an effect . These attitudes – like views of the economy itself – are divided by partisanship . Republicans overwhelmingly say that Trump ’s policies have made the economy better ( 79 % say this ) . Just 13 % of Democrats say Trump ’s policies have made conditions better , while the remainder are about equally likely to say that his policies have not had much effect ( 42 % ) or have made economic conditions worse ( 41 % ) .",Describe the trend among Americans about Trump's economic policies?,mturk_charts/no_data/two_col/3105.png,Roughly eight-in-ten U.S. adults go online at least daily,"As smartphones and other mobile devices have become more widespread , 28 % of American adults now report that they go online “ almost constantly , ” up from 21 % in 2015 , according to a Pew Research Center survey conducted Jan. 8 to Feb. 7 , 2019 . Overall , 81 % of Americans say they go online on a daily basis . That figure includes the 28 % who go online almost constantly , as well as 45 % who say they go online several times a day and 9 % who go online about once a day . Some 8 % go online several times a week or less often , while 10 % of adults say they do not use the internet at all .","Describe the proportion of American adults that say they are online almost constantly"" in recent years?""",mturk_charts/no_data/two_col/13725.png,More Presidential Campaign Stories in 2013 than Previous Number ofNewspaper Stories ,"A search of the LexisNexis database of 15 of the nation ’s largest newspapers from Jan. 1 - Sept. 27 , 2013 , identified 335 stories that talked about the 2016 campaign . That is more than double the coverage the 2012 campaign received ( 132 stories ) during the first nine months in 2009 . One reason for lighter coverage four years ago was that the 2012 election featured an incumbent president with no significant challengers within his party , so attention was focused almost solely on the Republican side .",mturk_charts/no_data/two_col/13752.png,Many More Blame Republicans and Oppose Obamacare on Twitter Percent of conversation about ,"The simultaneous Oct. 1 shutdown of the federal government and launch of the health insurance exchange portion of the Affordable Care Act ( also known as Obamacare ) have become inextricably linked in the current partisan showdown in Washington . Almost a quarter of the conversation about the shutdown ( 23 % ) focused on who was to blame . And , by more than a 3:1 margin , the verdict was clear : In the discussion focused on finding fault , 77 % of the assertions on Twitter blamed Republicans in Congress while 23 % blamed Democrats in Congress or Obama .",mturk_charts/no_data/two_col/13786.png,Priority for Addressing U.S. Energy Supply …,"In terms of broader priorities for the nation ’s energy supply , a majority of Americans ( 58 % ) say it is more important to develop alternative energy sources , such as wind , solar and hydrogen technology , while just 34 % say expanding exploration and production of oil , coal and natural gas is the more important priority . These views are little changed from February , when 54 % said more important to develop alternatives and 34 % said more important to expand production from traditional sources ."
mturk_charts/no_data/two_col/3207.png,"Americans differ by age over whether knowing pledge, displaying flag is important to good citizenship","Adults under 30 were also less likely than people in older age groups to say it was very important to pay all the taxes you owe , serve on a jury if called and participate in the census every decade . Relatively few adults under 30 said it was very important to know the Pledge of Allegiance ( 38 % ) or display the American flag ( 19 % ) .",Describe the proportion of adults under the age of 30 who find it important to know the Pledge of Allegiance?,mturk_charts/no_data/two_col/3213.png,Male teachers are more likely than female teachers to have second jobs,"When it comes to the 18 % of teachers who took a second job during the 2015 - 16 school year , there were no major differences by age or teaching experience level . But there were differences by gender : During the school year , roughly a quarter ( 26 % ) of male teachers had a second job , compared with 15 % of female teachers . ( The pattern was similar for the previous summer , when 24 % of male teachers had a second job , versus 13 % of female teachers . )",Describe the proportion of male teachers and female teachers who have a second job today?,mturk_charts/no_data/two_col/3217.png,"Canadians more religious than French, British","Relatively few Canadians engage frequently in traditional religious practices , such as daily prayer or weekly worship . We most recently asked Canadians about these behaviors in 2013 , when one - in - five reported attending religious services at least weekly , and 29 % said they pray daily . Around a third ( 36 % ) said they never pray , and about half said they seldom ( 24 % ) or never ( 25 % ) go to church or other worship services . Still , more than half of all Canadians ( 55 % ) in the Center ’s 2018 survey said religion remains at least somewhat important in their lives , including about three - in - ten ( 29 % ) who said it is very important to them – higher than the share who said this in the UK , France and most other Western European countries . By all of these measures , young Canadian adults are less religious than their elders .",Describe the religious trend among Canadians in recent years?,mturk_charts/no_data/two_col/13916.png,Partisan Divide over Whether Economic System Is More Secure,"The belief that the U.S. economic system is no more secure today than it was before the financial crisis is widely shared across demographic groups . There are partisan differences , however , with Democrats more likely than Republicans or independents to say that the system is more secure . Large majorities of Republicans ( 80 % ) and independents ( 68 % ) say the economic system is not more secure than prior to the financial crisis . Democrats are divided : 51 % say the system is more secure today while 45 % say it is not .",mturk_charts/no_data/two_col/13938.png,"Stability Trumps Democracy Which is more important? Dem locracy, even if some political instability Stability, even if not fully dem ocratic ","Similarly , the public ’s demand for political stability rose dramatically in the past twelve months . Last year , a majority ( 55 % ) said it was more important to have a democratic government , even if there was some political instability . Roughly four - in - ten ( 38 % ) thought it was more important to have stability . In 2013 , attitudes have flipped – just 37 % now choose democracy and 56 % say stability is a higher priority , even if the government is not fully democratic .",mturk_charts/no_data/two_col/13973.png,Most Oppose U.S. Airstrikes against Syria,"Over just the past week , the share of Americans who oppose U.S. airstrikes in Syria has surged 15 points , from 48 % to 63 % , as many who were undecided about the issue have turned against military action . By contrast , the share of Americans who support airstrikes remains virtually unchanged : Just 28 % favor U.S. military airstrikes against Syria in response to reports that its government used chemical weapons . The new survey by the Pew Research Center and USA TODAY , conducted Sept. 4 - 8 , 2013 among 1,506 adults nationwide , finds that this growing opposition to Syrian airstrikes is intense : 45 % say they oppose airstrikes very strongly . That is roughly three - times the percentage ( 16 % ) that strongly favors airstrikes ."
mturk_charts/no_data/two_col/3258.png,Same-sex couples more likely to have met online than opposite-sex couples,"Previous research suggests that populations with small pools of potential partners – such as people seeking a same - sex partner – are most likely to meet a partner online . The Pew Research Center analysis bears this out . Roughly four - in - ten people in same - sex relationships ( 37 % ) report meeting their partner online , compared with only 11 % of opposite - sex couples . These differences remain after taking age into account .",Describe the same-sex and opposite-sex couple online meeting trend ?,mturk_charts/no_data/two_col/3335.png,Fatherhood a positive experience and central to dads' identity,"Dads see parenting as central to their identity . Dads are just as likely as moms to say that parenting is extremely important to their identity . Some 57 % of fathers said this in a 2015 survey by the Center , compared with 58 % of mothers . Like moms , many dads also seem to appreciate the benefits of parenthood : 54 % reported that parenting is rewarding all of the time , as did 52 % of moms . Meanwhile , 46 % of fathers and 41 % of mothers said they find parenting enjoyable all of the time .",How do Dads and Moms see parenting as an important part of their identity ?,mturk_charts/no_data/two_col/3336.png,"For many working dads, balancing work and family is a challenge","Work - family balance is a challenge for many working fathers . Just like mothers , many of today ’s fathers find it challenging to balance work and family life . About half of working dads ( 52 % ) said in 2015 that it is very or somewhat difficult to do so , a slightly smaller share than the 60 % of working mothers who said the same . And about three - in - ten working dads ( 29 % ) said they “ always feel rushed , ” as did 37 % of working mothers .",What is the opinion of working dads about work-family balance ?,mturk_charts/no_data/two_col/13976.png,Most say Congress Should Have Final Authority on Syria Decision,"And the public , by roughly two - to - one ( 61 % to 30 % ) , believes that Congress – not the president – should have final authority over whether the U.S. conducts airstrikes in Syria . Fully 75 % of Republicans and 64 % of independents say Congress should be the ultimate arbiter of whether the U.S. launches airstrikes . Democrats are divided , with 47 % saying Congress should have final authority and 45 % the president .",mturk_charts/no_data/two_col/14100.png,Changed Say Homosexuality A gay or lesbian person's sexual orienta tion.. ,"A 2012 Pew Research Center survey found that roughly half of Americans ( 51 % ) say that a gay or lesbian person ’s sexual orientation can not be changed , while 36 % say it can be changed . In 2003 , opinion on this question was divided , with 42 % saying one ’s sexual orientation can be changed and an equal share ( 42 % ) saying it can not .",mturk_charts/no_data/two_col/14101.png,Better Approach for the US toward Egypt,"With violence continuing to rage in Egypt , 51 % of Americans say it is better for the United States to cut off military aid to Egypt to put pressure on the government . This is nearly double the percentage ( 26 % ) saying it is better to continue military aid to the government in order to maintain influence in Egypt ."
